"CBSA","CBSA Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Birmingham-Hoover, AL","13820","2021-02-21",50,"Good","PM2.5","01-073-2003",9
"Birmingham-Hoover, AL","13820","2021-02-22",62,"Moderate","PM2.5","01-073-6004",9
"Birmingham-Hoover, AL","13820","2021-02-23",51,"Moderate","PM2.5","01-073-6004",9
"Birmingham-Hoover, AL","13820","2021-02-24",73,"Moderate","PM2.5","01-073-2003",9
"Birmingham-Hoover, AL","13820","2021-02-25",62,"Moderate","PM2.5","01-073-6004",9
"Birmingham-Hoover, AL","13820","2021-02-26",50,"Good","PM2.5","01-073-2003",9
"Birmingham-Hoover, AL","13820","2021-02-27",36,"Good","PM2.5","01-073-1010",9
"Birmingham-Hoover, AL","13820","2021-02-28",38,"Good","PM2.5","01-073-0023",9
"Birmingham-Hoover, AL","13820","2021-03-01",2,"Good","CO","01-073-2059",3
"Bishop, CA","13860","2021-01-01",36,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-02",32,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-03",31,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-04",31,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-05",35,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-06",33,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-07",31,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-08",34,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-09",38,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-10",34,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-11",31,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-12",31,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-13",29,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-14",31,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-15",31,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-16",35,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-17",33,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-18",39,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-19",35,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-20",35,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-21",33,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-22",41,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-23",36,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-24",34,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-25",32,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-26",32,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-27",38,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-28",40,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-29",39,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-30",36,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-01-31",36,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-01",36,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-02",39,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-03",45,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-04",46,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-05",44,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-06",41,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-07",36,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-08",32,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-09",38,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-10",35,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-11",36,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-12",36,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-13",12,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-02-14",40,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-15",37,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-16",43,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-17",6,"Good","PM10","06-027-1028",1
"Bishop, CA","13860","2021-02-18",40,"Good","Ozone","06-027-0101",2
"Bishop, CA","13860","2021-02-19",40,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-20",42,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-21",40,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-22",37,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-23",42,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-24",47,"Good","PM10","06-027-1028",2
"Bishop, CA","13860","2021-02-25",42,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-26",42,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-27",43,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-02-28",42,"Good","Ozone","06-027-0101",3
"Bishop, CA","13860","2021-03-01",9,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-02",11,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-03",18,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-04",18,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-05",13,"Good","PM10","06-027-1028",2
"Bishop, CA","13860","2021-03-06",24,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-07",14,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-08",26,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-09",13,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-10",10,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-11",6,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-12",8,"Good","PM10","06-027-1028",2
"Bishop, CA","13860","2021-03-13",19,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-14",11,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-15",22,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-16",7,"Good","PM10","06-027-1028",2
"Bishop, CA","13860","2021-03-17",11,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-18",11,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-19",14,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-20",10,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-21",7,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-22",10,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-23",48,"Good","PM10","06-027-1028",2
"Bishop, CA","13860","2021-03-24",9,"Good","PM10","06-027-1018",1
"Bishop, CA","13860","2021-03-25",15,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-26",8,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-27",8,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-28",12,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-29",26,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-30",22,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-03-31",15,"Good","PM10","06-027-1018",2
"Bishop, CA","13860","2021-04-01",27,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-02",22,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-03",20,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-04",18,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-05",17,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-06",32,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-07",23,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-08",13,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-09",17,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-10",18,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-11",20,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-12",20,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-13",19,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-14",21,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-15",16,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-16",20,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-17",14,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-18",13,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-19",19,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-20",25,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-21",27,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-22",19,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-23",25,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-24",24,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-25",39,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-26",5,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-27",6,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-28",6,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-29",9,"Good","PM2.5","06-027-1018",1
"Bishop, CA","13860","2021-04-30",14,"Good","PM2.5","06-027-1018",1
"Bismarck, ND","13900","2021-01-01",27,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-02",27,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-03",28,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-04",30,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-05",26,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-06",56,"Moderate","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-01-07",59,"Moderate","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-01-08",58,"Moderate","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-01-09",53,"Moderate","PM2.5","38-065-0002",2
"Bismarck, ND","13900","2021-01-10",29,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-11",29,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-12",30,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-13",32,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-14",152,"Unhealthy","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-01-15",29,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-16",32,"Good","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-01-17",29,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-18",47,"Good","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-01-19",30,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-20",34,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-21",30,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-22",32,"Good","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-01-23",33,"Good","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-01-24",30,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-25",30,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-26",30,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-27",25,"Good","Ozone","38-065-0002",2
"Bismarck, ND","13900","2021-01-28",58,"Moderate","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-01-29",70,"Moderate","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-01-30",76,"Moderate","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-01-31",85,"Moderate","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-02-01",23,"Good","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-02-02",26,"Good","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-02-03",46,"Good","PM2.5","38-015-0003",2
"Bismarck, ND","13900","2021-02-04",35,"Good","PM2.5","38-015-0003",2
