"CBSA","CBSA Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Syracuse, NY","45060","2021-03-18",54,"Moderate","PM2.5","36-067-1015",2
"Syracuse, NY","45060","2021-03-19",40,"Good","Ozone","36-075-0003",2
"Syracuse, NY","45060","2021-03-20",44,"Good","Ozone","36-075-0003",2
"Syracuse, NY","45060","2021-03-21",45,"Good","Ozone","36-075-0003",2
"Syracuse, NY","45060","2021-03-22",51,"Moderate","Ozone","36-075-0003",2
"Syracuse, NY","45060","2021-03-23",51,"Moderate","Ozone","36-075-0003",2
"Syracuse, NY","45060","2021-03-24",33,"Good","Ozone","36-067-1015",2
"Syracuse, NY","45060","2021-03-25",44,"Good","Ozone","36-075-0003",2
"Syracuse, NY","45060","2021-03-26",32,"Good","Ozone","36-067-1015",2
"Syracuse, NY","45060","2021-03-27",31,"Good","Ozone","36-075-0003",2
"Syracuse, NY","45060","2021-03-28",39,"Good","Ozone","36-067-1015",2
"Syracuse, NY","45060","2021-03-29",41,"Good","Ozone","36-075-0003",2
"Syracuse, NY","45060","2021-03-30",49,"Good","Ozone","36-075-0003",2
"Syracuse, NY","45060","2021-03-31",42,"Good","Ozone","36-067-1015",1
"Terre Haute, IN","45460","2021-01-01",34,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-02",27,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-03",28,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-04",70,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-05",43,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-06",54,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-07",31,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-08",29,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-01-09",33,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-10",44,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-11",51,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-12",60,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-13",49,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-14",47,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-15",26,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-01-16",28,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-17",22,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-01-18",27,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-19",31,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-01-20",33,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-21",31,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-01-22",28,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-01-23",31,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-01-24",42,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-25",41,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-26",26,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-01-27",32,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-28",42,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-29",63,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-30",33,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-01-31",33,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-02-01",33,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-02-02",35,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-03",51,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-04",29,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-02-05",30,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-02-06",31,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-02-07",29,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-02-08",44,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-09",66,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-10",65,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-11",42,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-12",45,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-13",52,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-14",43,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-15",33,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-16",30,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-02-17",71,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-18",69,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-19",61,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-20",74,"Moderate","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-21",50,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-22",48,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-23",38,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-02-24",36,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-02-25",39,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-26",38,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-27",38,"Good","PM2.5","18-167-0018",2
"Terre Haute, IN","45460","2021-02-28",29,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-01",33,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-02",34,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-03",42,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-04",36,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-05",38,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-06",41,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-07",43,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-08",46,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-09",54,"Moderate","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-10",44,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-11",32,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-12",37,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-13",39,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-14",36,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-15",36,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-16",28,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-17",31,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-18",33,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-19",37,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-20",43,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-21",45,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-22",46,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-23",38,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-24",42,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-25",28,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-26",26,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-27",44,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-28",34,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-29",42,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-30",45,"Good","Ozone","18-167-0024",2
"Terre Haute, IN","45460","2021-03-31",37,"Good","Ozone","18-167-0024",2
"Toledo, OH","45780","2021-01-01",31,"Good","PM2.5","39-095-0026",3
"Toledo, OH","45780","2021-01-02",21,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-03",24,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-04",44,"Good","PM2.5","39-095-1003",3
"Toledo, OH","45780","2021-01-05",40,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-06",35,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-07",26,"Good","PM2.5","39-095-0024",3
"Toledo, OH","45780","2021-01-08",17,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-09",35,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-10",68,"Moderate","PM2.5","39-095-0024",3
"Toledo, OH","45780","2021-01-11",28,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-12",40,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-13",71,"Moderate","PM2.5","39-095-1003",3
"Toledo, OH","45780","2021-01-14",37,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-15",28,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-16",47,"Good","PM2.5","39-095-0026",3
"Toledo, OH","45780","2021-01-17",22,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-18",25,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-19",46,"Good","PM2.5","39-095-0026",3
"Toledo, OH","45780","2021-01-20",20,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-21",20,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-22",23,"Good","PM2.5","39-095-0024",3
"Toledo, OH","45780","2021-01-23",20,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-24",28,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-25",56,"Moderate","PM2.5","39-095-0026",3
"Toledo, OH","45780","2021-01-26",28,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-27",22,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-28",18,"Good","PM2.5","39-095-0026",3
"Toledo, OH","45780","2021-01-29",20,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-30",27,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-01-31",35,"Good","PM2.5","39-095-0024",3
"Toledo, OH","45780","2021-02-01",28,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-02",19,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-03",30,"Good","PM2.5","39-095-0024",2
"Toledo, OH","45780","2021-02-04",26,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-05",29,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-06",43,"Good","PM2.5","39-095-0024",2
"Toledo, OH","45780","2021-02-07",27,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-08",28,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-09",60,"Moderate","PM2.5","39-095-0026",2
"Toledo, OH","45780","2021-02-10",29,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-11",29,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-12",39,"Good","PM2.5","39-095-1003",3
"Toledo, OH","45780","2021-02-13",27,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-14",38,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-15",18,"Good","PM2.5","39-095-0024",2
"Toledo, OH","45780","2021-02-16",28,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-17",42,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-18",55,"Moderate","PM2.5","39-095-0024",3
"Toledo, OH","45780","2021-02-19",43,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-20",51,"Moderate","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-21",71,"Moderate","PM2.5","39-095-0026",2
"Toledo, OH","45780","2021-02-22",38,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-23",26,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-24",36,"Good","PM2.5","39-095-1003",3
"Toledo, OH","45780","2021-02-25",20,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-26",25,"Good","PM2.5","39-095-0024",1
"Toledo, OH","45780","2021-02-27",52,"Moderate","PM2.5","39-095-0026",3
"Toledo, OH","45780","2021-02-28",31,"Good","PM2.5","39-095-0024",1
"Trenton, NJ","45940","2021-01-01",19,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-02",23,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-03",20,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-04",22,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-05",22,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-06",31,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-07",31,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-08",28,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-09",36,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-10",32,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-11",18,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-12",27,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-13",22,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-14",23,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-15",28,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-16",28,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-17",24,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-18",20,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-19",27,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-20",31,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-21",24,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-22",31,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-23",33,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-24",35,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-25",32,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-26",23,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-27",32,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-28",35,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-29",36,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-30",36,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-01-31",29,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-01",32,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-02",32,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-03",35,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-04",38,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-05",37,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-06",36,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-07",33,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-08",34,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-09",10,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-10",34,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-11",39,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-12",35,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-13",30,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-14",33,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-15",30,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-16",32,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-17",37,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-18",24,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-19",30,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-20",44,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-21",44,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-22",31,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-23",35,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-24",40,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-25",43,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-26",41,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-27",34,"Good","Ozone","34-021-9991",1
"Trenton, NJ","45940","2021-02-28",29,"Good","Ozone","34-021-9991",1
"Truckee-Grass Valley, CA","46020","2021-01-01",56,"Moderate","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-02",38,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-03",31,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-04",32,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-05",31,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-06",43,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-07",43,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-08",45,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-09",42,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-10",46,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-11",40,"Good","PM2.5","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-12",32,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-13",36,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-14",40,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-15",41,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-16",47,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-17",37,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-18",39,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-19",39,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-20",37,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-21",48,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-22",32,"Good","PM2.5","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-23",31,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-24",30,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-25",26,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-26",36,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-27",38,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-28",39,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-29",34,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-01-30",41,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-01-31",62,"Moderate","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-02-01",36,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-02",31,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-03",43,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-04",46,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-05",52,"Moderate","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-02-06",52,"Moderate","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-02-07",47,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-02-08",52,"Moderate","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-02-09",35,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-02-10",43,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-02-11",40,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-02-12",31,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-02-13",37,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-14",35,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-15",27,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-16",32,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-17",40,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-18",42,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-19",33,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-20",46,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-02-21",36,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-22",38,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-23",42,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-24",44,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-25",43,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-26",41,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-27",40,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-02-28",44,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-01",46,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-02",47,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-03",44,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-04",51,"Moderate","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-05",54,"Moderate","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-06",40,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-07",39,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-08",44,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-09",40,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-10",36,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-11",36,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-12",43,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-13",41,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-14",40,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-15",35,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-16",33,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-17",33,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-18",36,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-19",38,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-20",38,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-21",38,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-22",37,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-23",43,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-24",42,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-25",41,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-26",43,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-27",46,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-28",50,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-29",46,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-30",49,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-03-31",49,"Good","Ozone","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-04-01",23,"Good","PM2.5","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-04-02",33,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-04-03",29,"Good","PM2.5","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-04-04",32,"Good","PM2.5","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-04-05",25,"Good","PM2.5","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-04-06",22,"Good","PM2.5","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-04-07",23,"Good","PM2.5","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-04-08",23,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-04-09",20,"Good","PM2.5","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-04-10",23,"Good","PM2.5","06-057-0005",2
"Truckee-Grass Valley, CA","46020","2021-04-11",15,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-04-12",20,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-04-13",25,"Good","PM2.5","06-057-1001",2
"Truckee-Grass Valley, CA","46020","2021-04-14",18,"Good","PM2.5","06-057-0005",1
"Truckee-Grass Valley, CA","46020","2021-04-15",23,"Good","PM2.5","06-057-0005",1
